bioproject_accession	sample_name	library_ID	title	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	filename
	225_AOM_FR_88_2wk_FEC	225_AOM_FR_88_2wk_FEC	16S rRNA gene amplicon sequencing of mus musculus: adult female feces	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	225_AOM_FR_88_2wk_FEC_S255_L001_R1_001.fastq.gz
	226_AOM_FR_85_6wk_FEC	226_AOM_FR_85_6wk_FEC	16S rRNA gene amplicon sequencing of mus musculus: adult female feces	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	226_AOM_FR_85_6wk_FEC_S256_L001_R1_001.fastq.gz
	227_AOM_FR_86_6wk_FEC	227_AOM_FR_86_6wk_FEC	16S rRNA gene amplicon sequencing of mus musculus: adult female feces	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	227_AOM_FR_86_6wk_FEC_S257_L001_R1_001.fastq.gz
	228_AOM_FR_87_6wk_FEC	228_AOM_FR_87_6wk_FEC	16S rRNA gene amplicon sequencing of mus musculus: adult female feces	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	228_AOM_FR_87_6wk_FEC_S258_L001_R1_001.fastq.gz
	229_AOM_FR_88_6wk_FEC	229_AOM_FR_88_6wk_FEC	16S rRNA gene amplicon sequencing of mus musculus: adult female feces	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	229_AOM_FR_88_6wk_FEC_S259_L001_R1_001.fastq.gz
	230_AOM_FR_85_10wk_FEC	230_AOM_FR_85_10wk_FEC	16S rRNA gene amplicon sequencing of mus musculus: adult female feces	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	230_AOM_FR_85_10wk_FEC_S260_L001_R1_001.fastq.gz
	231_AOM_FR_86_10wk_FEC	231_AOM_FR_86_10wk_FEC	16S rRNA gene amplicon sequencing of mus musculus: adult female feces	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	231_AOM_FR_86_10wk_FEC_S261_L001_R1_001.fastq.gz
	232_AOM_FR_87_10wk_FEC	232_AOM_FR_87_10wk_FEC	16S rRNA gene amplicon sequencing of mus musculus: adult female feces	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	232_AOM_FR_87_10wk_FEC_S262_L001_R1_001.fastq.gz
	233_AOM_FR_88_10wk_FEC	233_AOM_FR_88_10wk_FEC	16S rRNA gene amplicon sequencing of mus musculus: adult female feces	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	233_AOM_FR_88_10wk_FEC_S263_L001_R1_001.fastq.gz
	234_AOM_FR_85_14wk_FEC	234_AOM_FR_85_14wk_FEC	16S rRNA gene amplicon sequencing of mus musculus: adult female feces	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	234_AOM_FR_85_14wk_FEC_S264_L001_R1_001.fastq.gz
	235_AOM_FR_86_14wk_FEC	235_AOM_FR_86_14wk_FEC	16S rRNA gene amplicon sequencing of mus musculus: adult female feces	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	235_AOM_FR_86_14wk_FEC_S265_L001_R1_001.fastq.gz
	236_AOM_FR_87_14wk_FEC	236_AOM_FR_87_14wk_FEC	16S rRNA gene amplicon sequencing of mus musculus: adult female feces	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	236_AOM_FR_87_14wk_FEC_S266_L001_R1_001.fastq.gz
	237_AOM_FR_88_14wk_FEC	237_AOM_FR_88_14wk_FEC	16S rRNA gene amplicon sequencing of mus musculus: adult female feces	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	237_AOM_FR_88_14wk_FEC_S267_L001_R1_001.fastq.gz
	HTH_CT_1_SIP	HTH_CT_1_SIP	16S rRNA gene amplicon sequencing of mus musculus: adult female small intestine proximal section	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	HTH_CT_1_SIP_S143_L001_R1_001.fastq.gz
	HTH_CT_1_SIM	HTH_CT_1_SIM	16S rRNA gene amplicon sequencing of mus musculus: adult female small intestine middle section	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	HTH_CT_1_SIM_S144_L001_R1_001.fastq.gz
	HTH_RB_2_SIP	HTH_RB_2_SIP	16S rRNA gene amplicon sequencing of mus musculus: adult female small intestine proximal section	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	HTH_RB_2_SIP_S179_L001_R1_001.fastq.gz
	HTH_RB_2_SIM	HTH_RB_2_SIM	16S rRNA gene amplicon sequencing of mus musculus: adult female small intestine middle section	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	HTH_RB_2_SIM_S180_L001_R1_001.fastq.gz
	HTH_RB_2_SID	HTH_RB_2_SID	16S rRNA gene amplicon sequencing of mus musculus: adult female small intestine distal section	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	HTH_RB_2_SID_S181_L001_R1_001.fastq.gz
	HTH_FR_1_SIP	HTH_FR_1_SIP	16S rRNA gene amplicon sequencing of mus musculus: adult female small intestine proximal section	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	HTH_FR_1_SIP_S182_L001_R1_001.fastq.gz
	HTH_FR_1_SIM	HTH_FR_1_SIM	16S rRNA gene amplicon sequencing of mus musculus: adult female small intestine middle section	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	HTH_FR_1_SIM_S183_L001_R1_001.fastq.gz
	HTH_FR_1_SID	HTH_FR_1_SID	16S rRNA gene amplicon sequencing of mus musculus: adult female small intestine distal section	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	HTH_FR_1_SID_S184_L001_R1_001.fastq.gz
	AOM_CT_4_SIP	AOM_CT_4_SIP	16S rRNA gene amplicon sequencing of mus musculus: adult female small intestine proximal section	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	AOM_CT_4_SIP_S185_L001_R1_001.fastq.gz
	AOM_CT_4_SIM	AOM_CT_4_SIM	16S rRNA gene amplicon sequencing of mus musculus: adult female small intestine middle section	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	AOM_CT_4_SIM_S186_L001_R1_001.fastq.gz
	AOM_CT_4_SID	AOM_CT_4_SID	16S rRNA gene amplicon sequencing of mus musculus: adult female small intestine distal section	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	AOM_CT_4_SID_S187_L001_R1_001.fastq.gz
	AOM_RB_2_SIP	AOM_RB_2_SIP	16S rRNA gene amplicon sequencing of mus musculus: adult female small intestine proximal section	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	AOM_RB_2_SIP_S188_L001_R1_001.fastq.gz
	AOM_RB_2_SID	AOM_RB_2_SID	16S rRNA gene amplicon sequencing of mus musculus: adult female small intestine distal section	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	AOM_RB_2_SID_S189_L001_R1_001.fastq.gz
	AOM_FR_2_SIP	AOM_FR_2_SIP	16S rRNA gene amplicon sequencing of mus musculus: adult female small intestine proximal section	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	AOM_FR_2_SIP_S190_L001_R1_001.fastq.gz
	AOM_FR_2_SIM	AOM_FR_2_SIM	16S rRNA gene amplicon sequencing of mus musculus: adult female small intestine middle section	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	AOM_FR_2_SIM_S191_L001_R1_001.fastq.gz
	AOM_FR_2_SID	AOM_FR_2_SID	16S rRNA gene amplicon sequencing of mus musculus: adult female small intestine distal section	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	AOM_FR_2_SID_S192_L001_R1_001.fastq.gz
	neg_cnt_1	neg_cnt_1	16S rRNA gene amplicon sequencing of negative control sample	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	neg_cnt_1_S11_L001_R1_001.fastq.gz
	neg_cnt_2	neg_cnt_2	16S rRNA gene amplicon sequencing of negative control sample	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	neg_cnt_2_S12_L001_R1_001.fastq.gz
	neg_cnt_3	neg_cnt_3	16S rRNA gene amplicon sequencing of negative control sample	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	neg_cnt_3_S23_L001_R1_001.fastq.gz
	neg_cnt_4	neg_cnt_4	16S rRNA gene amplicon sequencing of negative control sample	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	neg_cnt_4_S24_L001_R1_001.fastq.gz
	neg_cnt_5	neg_cnt_5	16S rRNA gene amplicon sequencing of negative control sample	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	neg_cnt_5_S35_L001_R1_001.fastq.gz
	neg_cnt_6	neg_cnt_6	16S rRNA gene amplicon sequencing of negative control sample	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	neg_cnt_6_S36_L001_R1_001.fastq.gz
	neg_cnt_7	neg_cnt_7	16S rRNA gene amplicon sequencing of negative control sample	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	neg_cnt_7_S47_L001_R1_001.fastq.gz
	neg_cnt_8	neg_cnt_8	16S rRNA gene amplicon sequencing of negative control sample	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	neg_cnt_8_S48_L001_R1_001.fastq.gz
	neg_cnt_9	neg_cnt_9	16S rRNA gene amplicon sequencing of negative control sample	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	neg_cnt_9_S107_L001_R1_001.fastq.gz
	neg_cnt_10	neg_cnt_10	16S rRNA gene amplicon sequencing of negative control sample	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	neg_cnt_10_S108_L001_R1_001.fastq.gz
	neg_cnt_11	neg_cnt_11	16S rRNA gene amplicon sequencing of negative control sample	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	neg_cnt_11_S119_L001_R1_001.fastq.gz
	neg_cnt_12	neg_cnt_12	16S rRNA gene amplicon sequencing of negative control sample	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	neg_cnt_12_S120_L001_R1_001.fastq.gz
	neg_cnt_13	neg_cnt_13	16S rRNA gene amplicon sequencing of negative control sample	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	neg_cnt_13_S131_L001_R1_001.fastq.gz
	neg_cnt_14	neg_cnt_14	16S rRNA gene amplicon sequencing of negative control sample	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	neg_cnt_14_S132_L001_R1_001.fastq.gz
	neg_cnt_batch_1	neg_cnt_batch_1	16S rRNA gene amplicon sequencing of negative control sample	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	neg_cnt_batch_1_S268_L001_R1_001.fastq.gz
	neg_cnt_batch_2	neg_cnt_batch_2	16S rRNA gene amplicon sequencing of negative control sample	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	neg_cnt_batch_2_S269_L001_R1_001.fastq.gz
	neg_cnt_batch_3	neg_cnt_batch_3	16S rRNA gene amplicon sequencing of negative control sample	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	neg_cnt_batch_3_S270_L001_R1_001.fastq.gz
	neg_cnt_batch_4	neg_cnt_batch_4	16S rRNA gene amplicon sequencing of negative control sample	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	neg_cnt_batch_4_S271_L001_R1_001.fastq.gz
	neg_cnt_batch_5	neg_cnt_batch_5	16S rRNA gene amplicon sequencing of negative control sample	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	neg_cnt_batch_5_S272_L001_R1_001.fastq.gz
	neg_cnt_batch_6	neg_cnt_batch_6	16S rRNA gene amplicon sequencing of negative control sample	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	neg_cnt_batch_6_S273_L001_R1_001.fastq.gz
